@relation set-sample

@attribute question string
@attribute class {rsp1, rsp2, rsp3, rsp4, rsp5, rsp6, rsp7, rsp8, rsp9, rsp10, rsp11, rsp12, rsp13 ,rsp14, rsp15, rsp16, rsp17, rsp18, rsp19, rsp20, rsp21, rsp22, rsp23, rsp24, rsp25, rsp26, rsp27, rsp28 ,rsp29, rsp30, rsp31, rsp32, rsp33, rsp34, rsp35, rsp36, rsp37, rsp38, rsp39, rsp40, rsp41, rsp42, rsp43, rsp44, rsp45, rsp46, rsp47, rsp48, rsp49, rsp50, rsp51, rsp52, rsp53, rsp54, rsp55, rsp56, rsp57, rsp58, rsp59, rsp60, rsp61, rsp62, rsp63, rsp64, rsp65, rsp66, rsp67, rsp68, rsp69, rsp70, rsp71, rsp72, rsp73, rsp74, rsp75, rsp76, rsp77, rsp78, rsp79, rsp80, rsp81, rsp82, rsp83, rsp84, rsp85, rsp86, rsp87, rsp88, rsp89, rsp90, rsp91, rsp92, rsp93, rsp94, rsp95, rsp96, rsp97, rsp98, rsp99, rsp100 ,rsp101, rsp103, rsp104, rsp105, rsp106, rsp107, rsp108, rsp109, rsp110, rsp111, rsp112, rsp113, rsp115, rsp116, rsp117, rsp118}

@data
'önlisanstan gelene ne kadar staj muafiyeti var ?',rsp105
'önlisanstan gelen için staj muafiyeti kaçtır ?',rsp105
'önlisanstan gelen stajdan muaf mıdır ?',rsp105
'önlisanstan gelen stajdan ne kadar muaftır ?',rsp105
'önlisanstan gelen stajdan kaç gün muaftır ?',rsp105
'önlisanstan gelen stajdan muaf mıdır ?',rsp105
'önlisanstan gelene staj muafiyeti kaç gündür ?',rsp105
'Yurt dışında staj yapabilir miyim ?',rsp106
'Yurt dışında staj var mı ?',rsp106
'Yurt dışında staj yapılıyor mu ?',rsp106
'Yurt dışında staj oluyor mu ?',rsp106
'Yurt Dışında staj yapmak mümkün mü ?',rsp106
'Başka ülkede staj yapabilir miyim ?',rsp106
'Başka ülkede staj var mı ?',rsp106
'Başka ülkede staj yapılıyor mu ?',rsp106
'Başka ülkede staj oluyor mu ?',rsp106
'Başka ülkede staj yapmak mümkün mü ?',rsp106
'Ülke dışında staj yapabilir miyim ?',rsp106
'Ülke dışında staj var mı ?',rsp106
'Ülke dışında staj yapılıyor mu ?',rsp106
'ülke dışında staj oluyor mu ?',rsp106
'ülke dışında staj yapmak mümkün mü ?',rsp106
'Yabancı ülkede staj yapabilir miyim ?',rsp106
'Yabancı ülkede staj var mı ?',rsp106
'Yabancı ülkede staj yapılıyor mu ?',rsp106
'Yabancı ülkede staj oluyor mu ?',rsp106
'Türkiye dışında staj yapmak mümkün mü ?',rsp106
'Türkiye dışında staj yapabilir miyim ?',rsp106
'Türkiye dışında staj var mı ?',rsp106
'Türkiye dışında staj yapılıyor mu ?',rsp106
'Türkiye dışında staj oluyor mu ?',rsp106
'Türkiye dışında staj yapmak mümkün mü ?',rsp106
'Yurt dışında staja başvurmak için ne yapmalıyım',rsp107
'Yurt dışında staj için hangi belgeler gerekli ?',rsp107
'Yurt dışında staj için ne tür belgeler gerekir ?',rsp107
'Yurt dışında staja nasıl giderim ?',rsp107
'Yurt dışında staj yapmak için neyle başvuru yapabilirim ?',rsp107
'Yurt dışında staj yapmak için ne yapmalıyım ?',rsp107
'Yurt dışında staj nasıl yaparım ?',rsp107
'Başka ülkede staj için hangi belgeler gerekli ?',rsp107
'Başka ülkede staj için ne tür belgeler gerekir ?',rsp107
'Başka ülkede staj yapmak için neyle başvuru yapabilirim ?',rsp107
'Başka ülkede  staja nasıl giderim ?',rsp107
'Başka ülkede staj yapmak için ne yapmalıyım ?',rsp107
'Başka ülkede staj nasıl yaparım ?',rsp107
'Başka ülkede staja başvurmak için ne yapmalıyım ?',rsp107
'ülke dışında staj için hangi belgeler gerekli ?',rsp107
'ülke dışında staj yapmak için neyle başvuru yapabilirim ?',rsp107
'ülke dışında staj için ne tür belgeler gerekir ?',rsp107
'ülke dışında staja nasıl giderim ?',rsp107
'ülke dışında staj yapmak için ne yapmalıyım ?',rsp107
'ülke dışında staj nasıl yaparım ?',rsp107
'ülke dışında staja başvurmak için ne yapmalıyım ?',rsp107
'Yabancı ülkede staj için hangi belgeler gerekli ?',rsp107
'Yabancı ülkede staj için ne tür belgeler gerekir ?',rsp107
'Yabancı ülkede staja nasıl giderim ?',rsp107
'Yabancı ülkede yapmak için neyle başvuru yapabilirim ?',rsp107
'Yabancı ülkede staj yapmak için ne yapmalıyım ?',rsp107
'Yabancı ülkede staj nasıl yaparım ?',rsp107
'Yabancı ülkede staj yapmak için ne yapmalıyım ?',rsp107
'erasmus stajı yapabilir miyim',rsp108
'Erasmus stajı var mı ?',rsp108
'Erasmus stajına gidebilir miyim ?',rsp108
'Erasmus stajı oluyor mu ?',rsp108
'Erasmus stajına basvurabilir miyim ?',rsp108
'Erasmus stajına gitmek mümkün mü ?',rsp108
'Erasmus stajı için ne yapmalıyım ?',rsp109
'Erasmus stajına nasıl başvururum ?',rsp109
'Erasmus stajına başvurmak için ne yapmalıyım ?',rsp109
'Erasmus stajını nasıl yapabilirim ?',rsp109
'Erasmus stajı nasıl yapabilirim ?',rsp109
'Erasmus stajı için bir şey yapmalımıyım ?',rsp109
'Erasmus stajına gitmek istiyorum.',rsp109
'Erasmus stajına nasıl giderim ?',rsp109
'Erasmus stajına hangi yolla giderim ?',rsp109
'Erasmus stajına gitmek için ne yapmalıyım ?',rsp109
'Erasmus stajına ne yolla gidebilirim ?',rsp109
'Erasmus stajına başvurmak için ortalamam kaç olması gerekiyor ?',rsp109
'Erasmus stajı için ortalama kaç olmalıdır ?',rsp109
'Erasmus stajı için ortalama gerekiyor mu ?',rsp109
'Erasmus stajı için ne gerekiyor ?',rsp109
'Erasmus stajı için bir şey gerekiyor mu ?',rsp109
'Erasmus stajı için ne tür şeyler gerekiyor ?',rsp109
'Erasmus stajı için ne yapabilirim ?',rsp109
'Erasmus stajına gitmek için ne gerekiyor ?',rsp109
'tek ders sınavına nasıl girebilirim',rsp110
'Tek ders sınavına girebilir miyim ?',rsp110
'Tek ders sınavına girmek için ne yapmalıyım ?',rsp110
'Tek ders sınavına girmek istiyorum.',rsp110
'Tek ders sınavına girmek için ne gerekiyor ?',rsp110
'Tek ders sınavına girmek için neler gerekiyor ?',rsp110
'Tek ders sınavına nasıl başvurabilirim ?',rsp110
'Tek ders sınavına başvurmak için ne yapabilirim ?',rsp110
'Tek ders sınavına başvurmak için ne gerekiyor ?',rsp110
'Tek ders sınavına nasıl girilir ?',rsp110
'Tek dersim kaldı ne yapabilirim ?',rsp110
'Tek dersim var ne yapabilirim ?',rsp110
'Tek ders sınavına girmek mümkün mü ?',rsp110
'Tek ders sınavına girmek için gereken bir şey var mı ?',rsp110
'Tek ders sınavına hangi yolla girebilirim ?',rsp110
'Tek ders sınavına hangi yolla başvurabilirim ?',rsp110
'Tek ders sınavına neyle başvurabilirim ?',rsp110
'iki dersim kaldı tek ders sınavına girebilir miyim',rsp111
'Birden fazla dersim kaldı tek ders sınavına girebilir miyim ?',rsp111
'iki dersten fazla dersim var tek ders sınavına girebilir miyim ?',rsp111
'2 dersten fazla dersim var tek ders sınavına girebilir miyim ?',rsp111
'2 dersim kaldı tek ders sınavına girebilir miyim',rsp111
'üç dersim kaldı tek ders sınavına girebilir miyim',rsp111
'üç dersten fazla dersim var tek ders sınavına girebilir miyim ?',rsp111
'3 dersten fazla dersim var tek ders sınavına girebilir miyim ?',rsp111
'3 dersim kaldı tek ders sınavına girebilir miyim',rsp111
'dört dersim kaldı tek ders sınavına girebilir miyim',rsp111
'dört dersten fazla dersim var tek ders sınavına girebilir miyim ?',rsp111
'4 dersten fazla dersim var tek ders sınavına girebilir miyim ?',rsp111
'4 dersim kaldı tek ders sınavına girebilir miyim',rsp111
'çok dersim var tek ders sınavına girebilir miyim ?',rsp111
'Fazla dersim var yinede tek ders sınavına girebilir miyim ?',rsp111
'tek ders sınavından başarısız oldum tekrar girebilir miyim',rsp112
'Tek ders sınavından kaldım tekrar girebilir miyim ?',rsp112
'Tek ders sınavını geçemedim tekrar girebilir miyim ?',rsp112
'Tek ders sınavında maalesef kaldım ne yapabilirim',rsp112
'Tek ders sınavından kaldım ne yapabilirim ?',rsp112
'Tek ders sınavında başarısız oldum ne yapabilirim ?',rsp112
'Tek ders sınavında çuvalladım tekrar girebilir miyim ?',rsp112
'Tek ders sınavında çuvalladım ne yapabilirim ?',rsp112
'Tek ders sınavını veremedim ne yapabilirim ?',rsp112
'Tek ders sınavını veremedim tekrar girebilir miyim ?',rsp112
'Tek ders sınavında yapamadım tekrar girebilir miyim ?',rsp112
'Tek ders sınavında yapamadım ne yapabilirim ?',rsp112
'tek ders sınavına harç öder miyim',rsp113
'Tek ders sınavı için harç vermeli miyim ?',rsp113
'Tek ders sınavı için harç vermem gerekiyor mu ?',rsp113
'Tek ders sınavı için harç ödemem gerekiyor mu ?',rsp113
'Tek ders sınavı için harç yatırmalı mıyım ?',rsp113
'Tek ders sınavı için harç yatırmam gerekiyor mu ?',rsp113
'Tek ders sınavı için para vermeli miyim ?',rsp113
'Tek ders sınavı için para verir miyim ?',rsp113
'Tek ders sınavı için para vermem gerekiyor mu ?',rsp113
'Tek ders sınavı için para ödemem gerekiyor mu ?',rsp113
'Tek ders sınavı için para ödemeli miyim ?',rsp113
'Tek ders sınavı için para yatırmalı mıyım ?',rsp113
'Tek ders sınavı için para yatırmam gerekiyor mu ?',rsp113
'Tek ders sınavı için ücret ödemem gerekiyor mu ?',rsp113
'Tek ders sınavı için ücret ödemeli miyim ?',rsp113
'Tek ders sınavı için ücret vermeli miyim ?',rsp113
'Tek ders sınavı için ücret vermem gerekiyor mu ?',rsp113
'Tek ders sınavı icin ücret yatırmalı mıyım ?',rsp113
'Tek ders sınavı için ücret yatırmam gerekiyor mu ?',rsp113
'Tek ders sınavı için ne kadar vermeliyim ?',rsp113
'Tek ders sınavı için ne kadar vermem gerekiyor ?',rsp113
'Tek ders sınavı için ne kadar ödemem gerekiyor ?,'rsp113
'Tek ders sınavı için ne kadar ödemeliyim ?',rsp113
'Tek ders sınavı için ne kadar yatırmalıyım ?',rsp113
'Tek ders sınavı için ne kadar yatırmam gerekiyor ?',rsp113
'devamsızlıktan kaldığım dersin tek ders sınavına girebilir miyim',rsp115
'Devamsızlıktan kaldım tek ders sınavına girmek istiyorum ',rsp115
'Devamsızlıktan kaldım tek ders sınavına girmek için ne yapabilirim ?',rsp115
'Devamsızlıktan hoca bıraktı tek ders sınavına girebilir miyim ?',rsp115
'Devamsızlıktan hoca bıraktı tek ders sınavına girmek için ne yapabilirim ?',rsp115
'DZ ile dersten kaldım tek ders sınavına girmek için ne yapabilirim ?',rsp115
'DZ ile kaldım tek ders sınavına girebilir miyim ?',rsp115
'DZ ile kaldım tek ders sınavına girmek istiyorum.',rsp115
'DZ ile hoca bıraktı tek ders sınavına girebilir miyim ?',rsp115
'DZ ile hoca bıraktı ama tek ders sınavına girmek istiyorum',rsp115
'DZ ile kaldığım dersin tek ders sınavına girebilir miyim ?',rsp115
'DZ ile kaldım tek ders sınavına başvurabilir miyim ?',rsp115
'DZ ile hoca bıraktı tek ders sınavına başvurabilir miyim ?',rsp115
'DZ ile kaldım tek ders sınavına katılabilir miyim ?',rsp115
'DZ ile kaldım tek ders sınavı olabilir miyim ?',rsp115
'DZ ile hoca bıraktı tek ders sınavı olabilir miyim ?',rsp115
'Devamsızlıktan hoca bıraktı tek ders sınavı olabilir miyim ?',rsp115
'Devamsızlıktan kaldım tek ders sınavı olabilir miyim ?',rsp115
'Devamsızlıktan kaldım tek ders sınavına katılabilir miyim ?',rsp115
'Devamsızlıktan dersten kaldım tek ders sınavı için ne yapmam lazım ?',rsp115
'Devamsızlıktan kaldım tek ders sınavına başvurabilir miyim ?',rsp115
'Devamsızlıktan hoca bıraktı tek ders sınavına başvurabilir miyim ?',rsp115
'sınıf tekrarı var mı',rsp116
'Sınıf tekrarı oluyor mu ?',rsp116
'Sınıf tekrarı diye bir şey var mı ?',rsp116
'Sınıfta kaldım sınıf tekrarı yapmam gerekiyor mu ?',rsp116
'Dersten kaldım sınıf tekrarı diye bir şey var mı ?',rsp116
'Dersten kaldım sınıf tekrarı yapmalı mıyım ?',rsp116
'Dersten kaldım sınıf tekrarı oluyor mu ?',rsp116
'Sınıf tekrarı yapılıyor mu ?',rsp116
'Sınıf tekrarı yapmak istemiyorum ',rsp116
'Sınıf tekrarı nasıl oluyor ?',rsp116
'Sınıf tekrarı neden oluyor ?',rsp116
'sınıfta kaldım tekrar aynı sınıfı okumam gerekiyor mu ?',rsp116
'Dersten kaldım tekrar aynı sınıfı okumam gerekiyor mu ?',rsp116
'Eğitim sürem en fazla ne kadar ?',rsp117
'En fazla Ne kadar okuyabilirim ?',rsp117
'En fazla kaç yıl okuyabilirim ?',rsp117
'en fazla kaç dönem okulum uzayabilir ?',rsp117
'en fazla kaç sene okuyabilirim ?',rsp117
'okulum kaç sene uzayabilir ?',rsp117
'Eğitim sürem kaç yıl ?',rsp117
'okulu en fazla kaç sene uzatabiliyorum ?',rsp117
'okulu en fazla kaç yıl uzatabilirim ?',rsp117
'okulu kaç yıl uzatabilirim ?',rsp117
'okulu kaç sene uzatabilirim ?',rsp117
'okulu en fazla kaç dönem uzatabilirim?',rsp117
'okulu en fazla kaç dönem devam edebilirim ?',rsp117
'okulu kaç dönem uzatabilirim ?',rsp117
'okulu en fazla kaç sene okuyabilirim ?',rsp117
'Eğitim sürem kaç senedir ?',rsp117
'okulu en fazla kaç yıl okuyabilirim ?',rsp117
'okul için maksimum eğitim süresi kaçtır ?',rsp117
'okul için maksimum kaç sene okuyabilirim ?',rsp117
'okul için maksimum kaç yıl okuuabilirim ?',rsp117
'Üniversiteyi en fazla kaç yıl okuyabilirim ?',rsp117
'Üniversiteyi için maksimum eğitim süresi kaçtır ?',rsp117
'Üniversiteyi için maksimum kaç sene okuyabilirim ?',rsp117
'Üniversiteyi için maksimum kaç yıl okuuabilirim ?',rsp117
'Üniversiteyi en fazla kaç sene uzatabiliyorum ?',rsp117
'Üniversiteyi en fazla kaç yıl uzatabilirim ?',rsp117
'Üniversiteyi kaç yıl uzatabilirim ?',rsp117
'Üniversiteyi kaç sene uzatabilirim ?',rsp117
'Üniversiteyi en fazla kaç dönem uzatabilirim?',rsp117
'Üniversiteyi en fazla kaç dönem devam edebilirim ?',rsp117
'Üniversiteyi kaç dönem uzatabilirim ?',rsp117
'Üniversiteyi en fazla kaç sene okuyabilirim ?',rsp117
'Toplam eğitim süresi kaç yıl ?',rsp117
'Toplam eğitim süresi kaç sene ?',rsp117
'Toplam eğitim süresi kaç dönem ?',rsp117
'Toplam ne kadar okul uzayabilir ?',rsp117
'Toplam ne kadar üniversite uzayabilir ?',rsp117
'kaç dönem kayıt dondurabilirim',rsp118
'Kaç dönem okulu dondurabilirim ?',rsp118
'Kaç dönem üniversiteyi dondurabilirim ?',rsp118
'en fazla ne kadar okulu dondurabilirim ?',rsp118
'en fazla ne kadar üniversiteyi dondurabilirim ?',rsp118
'en fazla ne kadar kayıt dondurabilirim ?',rsp118
'en fazla kaç yıl üniversiteyi dondurabilirim ?',rsp118
'en fazla kaç yıl okulu dondurabilirim ?',rsp118
'en fazla kaç yıl kayıt dondurabilirim ?',rsp118
'en fazla kaç sene okulu dondurabilirim ?',rsp118
'en fazla kaç sene üniversiteyi dondurabilirim ?',rsp118
'en fazla kaç sene kayıt dondurabilirim ?',rsp118
'en fazla kaç dönem okulu dondurabilirim ?',rsp118
'en fazla kaç dönem üniversiteyi dondurabilirim ?',rsp118
'en fazla kaç dönem kayıt dondurabilirim ?',rsp118
'kaç yıl okulu dondurabilirim ?',rsp118
'kaç yıl kayıt dondurabilirim ?',rsp118
'kaç yıl üniversiteyi dondurabilirim ?',rsp118
'kaç sene okulu dondurabilirim ?',rsp118
'kaç sene kayıt dondurabilirim ?',rsp118
'kaç sene üniversiteyi dondurabilirim ?',rsp118
'Sınav itirazının son tarihi ne zaman?',rsp30
'Sınav itirazımın son tarihi ne zaman?',rsp30
'Sınav itirazının son tarihleri ne zaman?',rsp30
'Sınav itirazının son tarihi ne zamandır?',rsp30
'Sınav itirazımın son tarihi ne zamandı?',rsp30
'Sınav itirazımın son tarihi ne zamandır?',rsp30
'Vize sınavımın itirazını ne zaman yapabilirim?',rsp30
'Final sınavımın itirazını ne zaman yapabilirim?',rsp30
'Bütünleme sınavımın itirazını ne zaman yapabilirim?',rsp30
'Vize sınavımın itirazını nasıl yapabilirim?',rsp30
'Final sınavımın itirazını nasıl yapabilirim?',rsp30
'Bütünleme sınavımın itirazını nasıl yapabilirim?',rsp30
'Devam alıp başarısız olduğum derse girmem zorunlu mu?',rsp31
'Devam alıp başarısız oldugum derse girmem zorunlu mu?',rsp31
'Devam alıp başarısız olduğum ders\'e girmeme gerek var mı?',rsp31
'Devam aldıp kaldığım derse illaki girmek mi zorundayım?',rsp31
'Devamsızlık yapmadığım dersten kaldıktan sonra derse girmeme gerek var mı?',rsp31
'Devamsızlık yapmadığım dersten kaldıktan sonra derse girmem lazım mı?',rsp31
'Devamsızlıktan kalmadığım derse girmeme gerek var mı?',rsp31
'Devamsızlıktan kalmadığım derse girmem lazım mı?',rsp31
'Devamsızlıktan kalmadığım derse illa girmeme gerek varmı?',rsp31
'Devamsızlık yapmadığım derse girmem zorunlu mu?',rsp31
'Devamsızlık yapmadığım derse girmem zorunlu mu gerçekten?',rsp31
'Dersten kaldım fakat devamsızlıktan kalmadım derse girmem lazım mı?',rsp31
'Devamsızlık yapmadığım derse illede girmem mi lazım?',rsp31
'Devam zorunlu olmadığım derse girmeme gerek varmı?',rsp31
'Devamsızlıktan kaldığım derslere diğer dönem girmek zorunda mıyım?',rsp32
'Devamsızlıktan kaldıgım derslere diğer dönem girmek zorunda mıyım?',rsp32
'Devamsızlıktan kaldığım derse girmeme gerek varmı?',rsp32
'Devamsızlıktan kaldığım ders için illa okula gitmeme gerek var mı?',rsp32
'Devamsızlıktan kaldığım ders için okula gitmeme gerek varmı?',rsp32
'Devamsızlıktan kaldığım derse zorunlu girmek zorunda mıyım?',rsp32
'Devamsızlıktan kaldım okula gitmeme gerek varmı?',rsp32
'Devamsızlıktan kaldım sadece derse girmeme gerek varmı?',rsp32
'Devamsızlıktan kaldım sırf o yüzden derse gitmeme gerek varmı?',rsp32
'Devamsızlık yaptığım derse girmeme gerek varmı?',rsp32
'Devamsızlık yaptığım ders için okula gitmeme gerek varmı?',rsp32
'Devamsızlık yaptığım ders için boş yere derse girmeme gerek varmı?',rsp32
'Alttan başarısız olduğum dersi kesebilir miyim?',rsp33
'Alttan başarısız olduğum dersi kesebiliyor muyum?',rsp33
'Alttan kaldığım dersi kesebiliyor muyum?',rsp33
'Alttan kaldığım dersi kesebiliyo muyum?',rsp33
'Alttan başarısız dersimi kesebiliyor muyum?',rsp33
'Alttan başarısız dersimi kesebiliyo muyum?',rsp33
'Alttan kaldığım ders i kesebiliyor muyum?',rsp33
'Alttan kaldığım ders i kesebiliyo muyum?',rsp33
'Kestiğim dersi yaz okulunda alabilir miyim'rsp34
'Kestiğim dersi yaz okulunda alabiliyor muyum?',rsp34
'Kestiğim dersi yaz okulunda alma şansım var mı?',rsp34
'Kestiğim dersi yaz okulunda almak istiyorum alabiliyor muyum?',rsp34
'Kestiğim dersi yaz okulunda alma şansım var mı?',rsp34
'Kesmiş olduğum dersi yaz okulunda alma şansım var mı?',rsp34
'Kestirdiğim dersi yaz okulunda alma şansım var mı?',rsp34
'Kestiğim dersimi yaz okulunda alabiliyor muyum?',rsp34
'Kestiğim dersimi yaz okulunda alabiliyo muyum?',rsp34
'Kesmiş olduğum dersimi yaz okulunda alabiliyor muyum?',rsp34
'Kesmis oldugum dersimi yaz okulunda alabiliyor muyum?',rsp34
'Kesmis olduğum dersimi yaz okulunda alabiliyor muyum?',rsp34
'Kestiğim dersi yaz okulunda alma gibi bir şansım var mı gerçekten?',rsp34
'Kesmiş olduğum dersi yaz okulunda alma gibi bir şansım var mı?',rsp34
'Kesmiş olduğum dersi yaz okulunda alma gibi bir şansım var mı gerçekten?',rsp34
'Üstten dersi yaz okulunda alabilir miyim?',rsp35
'Üstten dersi yaz okulunda alabiliyo muyum',rsp35
'Üstten dersi yaz okulunda alabiliyor muyum',rsp35
'Üstten dersimi yaz okulunda alabiliyor muyum',rsp35
'Üstten dersimi yaz okulunda alabiliyo muyum',rsp35
'Üstten dersi yaz okulumda alabiliyo muyum',rsp35
'Üstten dersimi yaz okulumda alabiliyo muyum',rsp35
'Üstten dersimi yaz okulumda alabiliyor muyum',rsp35
'Üstten dersi yaz okulumda alabiliyor muyum',rsp35
'Alttan dersim yok üstten dersi yaz okulunda alabiliyo muyum?',rsp35
'Alttan dersim yok üstten dersi yaz okulumda alabiliyo muyum?',rsp35
'Alttan dersim yok üstten dersimi yaz okulunda alabiliyo muyum?',rsp35
'Alttan dersim yok üstten dersimi yaz okulumda alabiliyo muyum?',rsp35
'Alttan dersim yok üstten dersimi yaz okulumda alabiliyo muyum?',rsp35
'Alttan dersim yok üstten dersimi yaz okulunda alabiliyor muyum?',rsp35
'Yaz okulu için üstten ders alabiliyor muyum?',rsp35
'Yaz okulu için üstten ders alabiliyo muyum?',rsp35
'Yaz okulum için üstten ders alabiliyor muyum?',rsp35
'Yaz okulum için üstten ders alabiliyo muyum?',rsp35
'Üstten ders almak istiyorum. Yaz okulunda alabiliyor muyum?',rsp35
'Üstten ders almak istiyorum. Yaz okulunda alabiliyo muyum?',rsp35
'Üstten ders almak istiyorum. Yaz okulumda alabiliyor muyum?',rsp35
'Üstten ders almak istiyorum. Yaz okulumda alabiliyo muyum?',rsp35
'Bölümün ilk 3’ü nasıl belirlenir',rsp36
'Bölümün ilk üçü nasıl belirlenir',rsp36
'Bölümün ilk üç\'ü nasıl belirlenir',rsp36
'Bölümün başarı sırası nasıl belirlenir',rsp36
'Sınıfın başarısı ya da bölümün başarısı nasıl belirlenir?',rsp36
'Bölümün başarısı neye göre belirlenir?',rsp36
'Okuduğum bölümde ilk üç sıra nasıl belirlenir',rsp36
'Bölümümde ilk 3(üç) sıra nasıl belirleniyor?',rsp36
'Çakışan derslerimde şube değişikliği yapabilir miyim?',rsp37
'Çakışan derslerimde şube değişikliği yapabiliyor muyum?',rsp37
'Seçmiş olduğum derslerde çakışma olursa ne yapmam gerekiyor?',rsp37
'Seçtiğim dersler çakışırsa ne yapacağım?',rsp37
'Seçtiğim derslerim arasından çakışanlar olursa ne yapacağım?',rsp37
'Çakışan derslerim sıkıntı yaratırsa ne yapmam gerekli?',rsp37
'İki dersimin saati aynıysa ne yapacağım?',rsp37
'Aynı saatte iki tane farklı dersim varsa ne olur?',rsp37
'Danışmanım kim?',rsp38
'Danışman hocam kim?',rsp38
'Danışman hocam kimdir?',rsp38
'Bölümümdeki danışman hocam kim?',rsp38
'Danışmanımı nereden öğrenebilirim?',rsp38
'Danışman hocamı nereden öğrenirim?',rsp38
'Danışman hocamı nasıl öğrenirim?',rsp38
'Danışman öğretmenimi nereden öğrenirim?',rsp38
'Danışman öğretmenimi nasıl öğrenirim?',rsp38
'Danışman öğretmenim kim?',rsp38
'Trakya web mailime nasıl girebilirim?',rsp39
'Trakya mail hesabıma nasıl girebilirim?',rsp39
'Trakya web mail hesabıma nasıl girebiirim?',rsp39
'Trakya web mail hesabıma nasıl girerim?',rsp39
'Mail hesabıma nasıl giriş sağlarım?',rsp39
'Web mail hesabıma nasıl erişirim?',rsp39
'Trakya öğrenci mail hesabıma nasıl giriş sağlarım?',rsp39
'Öğrenci mail hesabımın bilgileri nasıldır?',rsp39
'Öğrenci e-posta adresime nasıl ulaşırım?',rsp39
'Trakya öğrenci e-posta adresime nasıl ulaşırım',rsp39
'Trakya webmail şifremi nasıl alırım',rsp40
'Trakya web mail şifremi nerden alırım',rsp40
'Trakya mail şifremi nasıl alırım?',rsp40
'Trakya web mail şifremi nasıl alırım?',rsp40
'Mail hesabımın şifre bilgilerine nerden ulaşırım?',rsp40
'Mail hesabımın şifre bilgilerine nasıl ulaşırım?'rsp40
'Web mail hesabımın şifrelerine nasıl ulaşırım?',rsp40
'Trakya web mail\'imin şifresi ne?',rsp40
'Mail şifrem ne?',rsp40
'Mail şifremi söylesene',rsp40
'Mail şifrem ne lan',rsp40
'Web mail şifremi söyle',rsp40
'Kampüs kartımı kaybettim ne yapmalıyım',rsp41
'Öğrenci kartımı kaybettim?',rsp41
'Kampüs kartımı çaldırdım napıcam şimdi',rsp41
'Öğrenci kartımı çaldırdım ne yapmam gerekli?',rsp41
'Kampüs kartımı yolda düşürdüm ne yapmam gerek?',rsp41
'Öğrenci kartımı kaybettim ne yapmam lazım',rsp41
'Kampüs kartımı okulda kaybettim ne yapacağım',rsp41
'Öğrenci kartımı okulda kaybettim galiba',rsp41
'Kampüs kartımı yolda düşürmüş olabilirim',rsp41
'Öğrenci kartımı kaybedersem ne olur'rsp41
'Staj için nereyle görüşmeliyim?',rsp42
'Staj için kimle görüşeceğim',rsp42
'Staj\'la kim ilgileniyor?',rsp42
'Stajımı yapacağım kimden bilgi alıcam?',rsp42
'Staj hakkında bilgi almak istiyorum',rsp42
'Staj konusunda kimden bilgi alabilirim?'rsp42
'Staj hakkında bikgi sahibi olmak istiyorum',rsp42
'Staj konusunda kiminle görüşebilirim?',rsp42
'Diploma eki nasıl alabilirim',rsp43
'Diploma ekimi nasıl alabilirim',rsp43
'Diploma ekini nasıl alabilirim',rsp43
'Diploma eki almak için ne yapmam gerekli?',rsp43
'Diploma ekini almak için ne yapmam gerekiyor?',rsp43
'Diploma eki nasıl alınır',rsp43
'Diplomanın eki\'ne ihtiyacım var nerden alırım?',rsp43
